strike,time_to_expiry,moneyness,type,market_iv,solved_iv,converged
70000,0.271233,0.903649,C,0.3778,0.376628,1
30000,0.271233,0.387274,P,0.7837,0.01,0
80000,0.060274,1.04365,P,0.3106,0.305916,1
95000,0.769863,1.19637,P,0.3914,0.391007,1
68000,0.00547945,0.889475,C,0.6575,0.562906,1
70000,0.117808,0.91057,P,0.3552,0.352546,1
82000,0.769863,1.03266,P,0.3925,0.392062,1
180000,0.0219178,2.35232,P,0.9182,0.5,0
77000,0.0410959,1.00539,C,0.305,0.298364,1
200000,0.769863,2.51871,C,0.5045,0.503968,1
79500,0.00547945,1.03989,P,0.3252,0.268348,1
68000,0.117808,0.884563,C,0.369,0.366314,1
79000,0.0109589,1.03303,C,0.2569,0.235348,1
75000,0.194521,0.972078,C,0.3583,0.356634,1
100000,0.117808,1.30083,C,0.3896,0.386703,1
105000,0.271233,1.35547,C,0.392,0.390712,1
73000,0.0109589,0.954568,P,0.2847,0.260873,1
72000,0.060274,0.939278,C,0.3354,0.33051,1
52000,0.271233,0.671282,C,0.4954,0.493893,1
90000,0.00273973,1.17745,P,0.932,0.01,0
145000,0.0219178,1.8949,P,0.8234,0.5,0
85000,0.00273973,1.11204,P,0.7129,0.01,0
81000,0.117808,1.05367,C,0.3269,0.324506,1
73000,0.00547945,0.954878,P,0.3924,0.323212,1
55000,0.117808,0.715456,C,0.5225,0.518822,1
94000,0.271233,1.21347,P,0.3677,0.366409,1
66000,0.769863,0.831173,C,0.4123,0.411875,1
60000,0.194521,0.777662,C,0.4365,0.434509,1
66000,0.769863,0.831173,P,0.4123,0.411857,1
94000,0.271233,1.21347,C,0.3677,0.366516,1
68000,0.194521,0.881351,C,0.3799,0.378149,1
72000,0.0109589,0.941503,C,0.313,0.288791,1
83000,0.0109589,1.08534,P,0.366,0.330623,1
56000,0.0219178,0.731833,C,0.7364,0.71795,1
62000,0.0219178,0.810234,C,0.5892,0.564584,1
105000,0.117808,1.36587,C,0.4151,0.412011,1
55000,0.117808,0.715456,P,0.5225,0.518542,1
160000,0.769863,2.01497,P,0.4563,0.455648,1
70000,0.0219178,0.914791,C,0.3674,0.353007,1
85000,0.194521,1.10169,P,0.3513,0.349726,1
260000,0.0219178,3.39779,P,1.2309,0.5,0
83000,0.00821918,1.08545,C,0.4007,0.355315,1
85000,0.520548,1.08368,C,0.3777,0.377055,1
102000,0.769863,1.28453,C,0.3945,0.394077,1
110000,0.271233,1.42,P,0.4068,0.405453,1
52000,0.520548,0.66296,P,0.4594,0.458613,1
87000,0.194521,1.12761,P,0.3532,0.351575,1
74500,0.00547945,0.974486,C,0.2923,0.2407,1
89000,0.117808,1.15774,C,0.3383,0.335734,1
68000,0.0109589,0.889197,P,0.4506,0.412765,1
61000,0.117808,0.793505,P,0.4364,0.433159,1
78000,0.0109589,1.01996,P,0.2404,0.219925,1
71000,0.00821918,0.928515,P,0.4155,0.368283,1
60000,0.769863,0.755612,P,0.4265,0.426045,1
125000,0.271233,1.61366,P,0.4489,0.446871,1
72000,0.00547945,0.941797,P,0.4503,0.37096,1
58000,0.194521,0.75174,C,0.4537,0.451682,1
110000,0.520548,1.40242,P,0.3948,0.394108,1
52000,0.520548,0.66296,C,0.4594,0.458648,1
90000,0.0219178,1.17616,P,0.4662,0.443268,1
50000,0.769863,0.62967,P,0.4637,0.463134,1
320000,0.0219178,4.1819,P,1.4009,0.5,0
74000,0.0410959,0.966226,C,0.3173,0.310551,1
105000,0.117808,1.36587,P,0.4151,0.411261,1
68000,0.520548,0.866948,C,0.396,0.395359,1
52000,0.271233,0.671282,P,0.4954,0.493735,1
94000,0.0219178,1.22843,C,0.5472,0.524835,1
83000,0.117808,1.07969,P,0.328,0.325508,1
96000,0.271233,1.23929,C,0.3728,0.37164,1
74000,0.00273973,0.968115,P,0.4036,0.241382,1
69000,0.194521,0.894312,P,0.3748,0.37311,1
170000,0.769863,2.1409,C,0.4671,0.466569,1
68000,0.271233,0.87783,C,0.3841,0.382899,1
102000,0.194521,1.32203,C,0.3874,0.385649,1
40000,0.769863,0.503741,C,0.5203,0.519758,1
100000,0.194521,1.2961,P,0.3834,0.381688,1
76000,0.0109589,0.993797,P,0.2285,0.209316,1
74000,0.0410959,0.966226,P,0.3173,0.310407,1
94000,0.0219178,1.22842,P,0.5472,0.525624,1
100000,0.520548,1.27492,C,0.3854,0.384756,1
68000,0.520548,0.866948,P,0.396,0.395338,1
87000,0.194521,1.12761,C,0.3532,0.351573,1
90000,0.0410959,1.17513,P,0.4018,0.393194,1
84000,0.0410959,1.0968,P,0.3334,0.325831,1
52000,0.769863,0.654864,P,0.4529,0.45239,1
78000,0.0219178,1.01934,P,0.2869,0.275031,1
78000,0.060274,1.01756,P,0.3119,0.307208,1
77000,0.194521,0.998,P,0.3544,0.352792,1
77000,0.194521,0.998,C,0.3544,0.35279,1
87000,0.0219178,1.13695,C,0.4261,0.408688,1
125000,0.520548,1.59365,P,0.419,0.418232,1
115000,0.520548,1.46616,C,0.4029,0.402198,1
86000,0.520548,1.09643,C,0.3776,0.376972,1
76000,0.0109589,0.993808,C,0.2285,0.209507,1
62000,0.194521,0.803585,C,0.4194,0.417487,1
80000,0.194521,1.03688,P,0.3522,0.350595,1
80000,0.769863,1.00748,P,0.3937,0.393195,1
55000,0.271233,0.71001,P,0.4628,0.461289,1
98000,0.0219178,1.28069,C,0.6059,0.581091,1
30000,0.769863,0.377802,P,0.6078,0.607106,1
100000,0.0219178,1.30683,P,0.6505,0.625535,1
73000,0.00273973,0.955033,C,0.4709,0.259165,1
72000,0.194521,0.933195,C,0.3648,0.363113,1
86000,0.0410959,1.1229,P,0.351,0.343504,1
102000,0.117808,1.32685,C,0.3978,0.394874,1
76500,0.00273973,1.00082,P,0.2095,0.125364,1
83000,0.194521,1.07577,P,0.3516,0.350053,1
79000,0.194521,1.02392,C,0.3521,0.350469,1
86000,0.00547945,1.12491,P,0.5804,0.49145,1
102000,0.0219178,1.33298,C,0.6834,0.655443,1
102000,0.520548,1.30042,C,0.3867,0.386054,1
75000,0.00547945,0.981039,P,0.2627,0.216361,1
74500,0.00547945,0.974499,P,0.2923,0.240772,1
78000,0.271233,1.00691,P,0.3638,0.362631,1
76000,0.769863,0.957098,P,0.397,0.396603,1
76000,0.0410959,0.992329,P,0.3069,0.300235,1
74000,0.00821918,0.967748,P,0.2673,0.236895,1
80000,0.0219178,1.04548,C,0.3009,0.288629,1
78000,0.0410959,1.01844,P,0.304,0.297436,1
78000,0.769863,0.982296,C,0.3952,0.39472,1
81000,0.194521,1.04984,C,0.3514,0.349774,1
96000,0.194521,1.24426,P,0.3705,0.368832,1
82000,0.00547945,1.0726,P,0.433,0.341607,1
62000,0.769863,0.780791,C,0.4209,0.420416,1
92000,0.0219178,1.2023,P,0.5125,0.486726,1
104000,0.194521,1.34795,P,0.3942,0.392387,1
58000,0.520548,0.739456,C,0.4275,0.42678,1
94000,0.520548,1.19843,C,0.3808,0.380197,1
72000,0.00821918,0.941593,P,0.3727,0.330299,1
77500,0.00821918,1.01352,C,0.2252,0.199742,1
72000,0.520548,0.917945,C,0.388,0.387373,1
50000,0.769863,0.62967,C,0.4637,0.463113,1
55000,0.271233,0.71001,C,0.4628,0.461424,1
70000,0.0109589,0.91535,P,0.3742,0.342776,1
52000,0.0219178,0.679551,C,0.9004,0.861741,1
69000,0.00821918,0.90236,P,0.5106,0.45258,1
240000,0.271233,3.09822,C,0.7158,0.236623,0
81000,0.0410959,1.05761,C,0.3146,0.307798,1
66000,0.520548,0.841449,P,0.4013,0.400611,1
75000,0.271233,0.968184,C,0.3673,0.366149,1
78000,0.00273973,1.02045,C,0.3289,0.196697,1
85000,0.0109589,1.1115,C,0.4124,0.377874,1
77000,0.0219178,1.00626,P,0.2881,0.276267,1
65000,0.0410959,0.848703,P,0.4196,0.410538,1
35000,0.520548,0.446223,P,0.5946,0.5936,1
69000,0.0109589,0.902273,P,0.4117,0.377136,1
30000,0.769863,0.377802,C,0.6078,0.60706,1
73000,0.117808,0.949605,C,0.3419,0.339347,1
81000,0.117808,1.05367,P,0.3269,0.324441,1
50000,0.0219178,0.653422,P,0.9351,0.896791,1
75000,0.0410959,0.979272,C,0.312,0.305194,1
80000,0.00547945,1.04644,C,0.3553,0.292778,1
64000,0.520548,0.815951,P,0.4068,0.406151,1
115000,0.520548,1.46616,P,0.4029,0.402139,1
35000,0.520548,0.446218,C,0.5946,0.593532,1
54000,0.769863,0.680051,P,0.446,0.445456,1
77000,0.117808,1.00164,C,0.33,0.327577,1
140000,0.0219178,1.82958,P,0.8226,0.5,0
106000,0.194521,1.37387,P,0.4009,0.399113,1
85000,0.00821918,1.1116,P,0.4853,0.412656,1
104000,0.117808,1.35286,C,0.4077,0.404659,1
91000,0.194521,1.17945,P,0.3591,0.357492,1
108000,0.520548,1.37692,P,0.3928,0.39205,1
73000,0.0410959,0.953158,C,0.323,0.316,1
180000,0.520548,2.29486,C,0.52,0.519128,1
84000,0.520548,1.07092,P,0.3776,0.37699,1
72000,0.117808,0.936597,P,0.345,0.34239,1
50000,0.117808,0.650414,P,0.5993,0.594794,1
76000,0.00547945,0.994107,P,0.2408,0.198452,1
120000,0.0219178,1.56821,C,0.8225,0.788733,1
78000,0.117808,1.01465,C,0.3288,0.326402,1
170000,0.0219178,2.22163,P,0.8693,0.5,0
69000,0.00273973,0.902702,C,0.7389,0.237615,0
88000,0.520548,1.12192,C,0.3781,0.377412,1
83000,0.117808,1.07969,C,0.328,0.325582,1
74000,0.520548,0.943443,P,0.3857,0.385042,1
170000,0.520548,2.16737,C,0.5049,0.504034,1
85000,0.194521,1.10169,C,0.3513,0.349724,1
74000,0.520548,0.943443,C,0.3857,0.385062,1
81000,0.0219178,1.05854,C,0.316,0.303095,1
64000,0.271233,0.826193,P,0.402,0.400695,1
54000,0.520548,0.688451,C,0.4476,0.446819,1
84000,0.060274,1.09584,C,0.3282,0.32342,1
96000,0.769863,1.20897,P,0.392,0.391532,1
91000,0.194521,1.17945,C,0.3591,0.357492,1
83000,0.00273973,1.08587,P,0.6563,0.01,0
85000,0.00547945,1.11184,P,0.5629,0.01,0
115000,0.0219178,1.50285,C,0.8217,0.788032,1
120000,0.520548,1.52989,P,0.4107,0.410079,1
84000,0.769863,1.05785,P,0.3918,0.391363,1
84000,0.00273973,1.09894,C,0.6898,0.412822,1
65000,0.060274,0.847969,C,0.4149,0.409129,1
79000,0.060274,1.03061,C,0.3106,0.306094,1
78000,0.117808,1.01465,P,0.3288,0.326345,1
84000,0.060274,1.09584,P,0.3282,0.323195,1
70000,0.060274,0.913187,C,0.3521,0.346927,1
80000,0.060274,1.04365,C,0.3106,0.306049,1
79000,0.00273973,1.03354,C,0.3799,0.227256,1
104000,0.520548,1.32592,P,0.3885,0.387857,1
77000,0.00273973,1.00737,C,0.2171,0.12995,1
94000,0.520548,1.19843,P,0.3808,0.38017,1
100000,0.271233,1.29093,P,0.3782,0.376837,1
75000,0.271233,0.968195,P,0.3673,0.36612,1
76000,0.194521,0.985039,P,0.3556,0.354031,1
120000,0.194521,1.55532,P,0.4501,0.448025,1
84000,0.00547945,1.09876,P,0.5531,0.432127,1
130000,0.0219178,1.6989,C,0.8226,0.789788,1
76000,0.520548,0.968942,C,0.3815,0.380858,1
92000,0.769863,1.15859,C,0.3912,0.390791,1
83000,0.00547945,1.08567,P,0.4884,0.405002,1
75000,0.0109589,0.980732,C,0.235,0.215633,1
65000,0.117808,0.845539,P,0.394,0.391007,1
59000,0.117808,0.767489,P,0.4622,0.458675,1
92000,0.0219178,1.20228,C,0.5125,0.491454,1
83000,0.0219178,1.08467,P,0.3502,0.335941,1
125000,0.0219178,1.63354,C,0.8225,0.789147,1
82000,0.117808,1.06668,C,0.3274,0.324926,1
120000,0.271233,1.54911,P,0.4337,0.431781,1
110000,0.117808,1.43091,C,0.4361,0.432878,1
220000,0.271233,2.84004,P,0.6691,0.657286,1
70000,0.769863,0.881548,P,0.405,0.404494,1
65000,0.520548,0.8287,C,0.404,0.403341,1
130000,0.520548,1.6574,C,0.4297,0.429009,1
180000,0.769863,2.26681,C,0.4785,0.477916,1
77000,0.117808,1.00164,P,0.33,0.32752,1
60000,0.194521,0.777662,P,0.4365,0.434508,1
70000,0.00273973,0.915785,P,0.7024,0.420129,1
76000,0.060274,0.991471,P,0.3135,0.308798,1
84000,0.520548,1.07094,C,0.3776,0.376985,1
160000,0.769863,2.01497,C,0.4563,0.455766,1
77000,0.00547945,1.00719,C,0.2457,0.202435,1
170000,0.769863,2.1409,P,0.4671,0.466421,1
86000,0.0219178,1.12387,P,0.4077,0.39115,1
76500,0.00547945,1.00065,P,0.2433,0.200527,1
68000,0.0219178,0.888644,C,0.4167,0.399468,1
74000,0.194521,0.959117,P,0.3601,0.358447,1
230000,0.271233,2.96913,C,0.6931,0.690839,1
74000,0.00547945,0.967946,C,0.3197,0.263181,1
83000,0.00821918,1.08545,P,0.4007,0.344712,1
85000,0.00547945,1.11184,C,0.5629,0.463802,1
95000,0.194521,1.2313,P,0.3689,0.367261,1
79000,0.00273973,1.03354,P,0.3799,0.185431,1
98000,0.769863,1.23415,C,0.3926,0.392185,1
50000,0.271233,0.645463,P,0.5141,0.512428,1
54000,0.271233,0.697093,P,0.4742,0.472633,1
92000,0.271233,1.18765,P,0.3658,0.364574,1
78000,0.520548,0.99444,P,0.3794,0.378739,1
54000,0.0219178,0.705688,C,0.8172,0.782028,1
90000,0.194521,1.16649,C,0.357,0.355372,1
108000,0.271233,1.3942,C,0.3978,0.396501,1
60000,0.271233,0.774556,P,0.4267,0.42533,1
71000,0.0109589,0.928426,P,0.3464,0.317331,1
58000,0.769863,0.730417,C,0.4317,0.431161,1
250000,0.271233,3.22732,P,0.7304,0.336198,0
85000,0.0219178,1.1108,C,0.3939,0.377765,1
190000,0.520548,2.42235,P,0.5386,0.537218,1
160000,0.271233,2.06548,C,0.5501,0.548339,1
82000,0.194521,1.06281,C,0.3518,0.350217,1
88000,0.271233,1.13602,P,0.3625,0.361284,1
75000,0.00821918,0.980814,P,0.2317,0.205428,1
96000,0.271233,1.23928,P,0.3728,0.371619,1
96000,0.0219178,1.25456,P,0.5708,0.548608,1
82000,0.0410959,1.07067,C,0.3183,0.311433,1
74500,0.00821918,0.974287,C,0.2474,0.220038,1
90000,0.271233,1.16183,C,0.363,0.361843,1
66000,0.520548,0.841449,C,0.4013,0.400634,1
62000,0.769863,0.780799,P,0.4209,0.42042,1
89000,0.194521,1.15353,C,0.3567,0.355104,1
200000,0.520548,2.54985,P,0.5486,0.547122,1
45000,0.520548,0.573715,C,0.5049,0.504059,1
75000,0.060274,0.978414,P,0.3189,0.314233,1
95000,0.117808,1.23579,C,0.3618,0.359061,1
74500,0.0109589,0.974194,C,0.2439,0.223885,1
73000,0.00273973,0.955033,P,0.4709,0.281598,1
160000,0.520548,2.03988,C,0.4841,0.48325,1
74000,0.0109589,0.967645,C,0.2543,0.233044,1
80000,0.0410959,1.04457,C,0.3085,0.301816,1
50000,0.117808,0.650414,C,0.5993,0.595211,1
66000,0.271233,0.852012,P,0.3916,0.390345,1
82000,0.0219178,1.0716,C,0.334,0.320265,1
96000,0.117808,1.2488,C,0.3679,0.365194,1
92000,0.520548,1.17293,P,0.3795,0.378824,1
90000,0.0410959,1.17514,C,0.4018,0.393094,1
190000,0.271233,2.45276,P,0.6157,0.608797,1
64000,0.194521,0.829507,P,0.4025,0.400669,1
80000,0.00273973,1.04661,P,0.4544,0.287153,1
35000,0.271233,0.451824,C,0.7155,0.713506,1
160000,0.271233,2.06548,P,0.5501,0.546201,1
89000,0.194521,1.15353,P,0.3567,0.355104,1
120000,0.271233,1.54911,C,0.4337,0.432261,1
72000,0.520548,0.917935,P,0.388,0.38737,1
81000,0.00547945,1.05951,C,0.383,0.315529,1
150000,0.271233,1.93639,C,0.5221,0.520379,1
83000,0.00273973,1.08587,C,0.6563,0.393018,1
58000,0.117808,0.754481,P,0.4766,0.472992,1
190000,0.769863,2.39275,C,0.4949,0.494332,1
58000,0.520548,0.739456,P,0.4275,0.426752,1
70000,0.00821918,0.915437,C,0.4806,0.430637,1
96000,0.194521,1.24426,C,0.3705,0.368833,1
100000,0.769863,1.25934,C,0.3935,0.393012,1
72000,0.194521,0.933195,P,0.3648,0.363118,1
88000,0.0219178,1.15002,C,0.4388,0.420835,1
66000,0.271233,0.852012,C,0.3916,0.390419,1
102000,0.271233,1.31675,C,0.3816,0.380323,1
104000,0.520548,1.32592,C,0.3885,0.387895,1
66000,0.194521,0.855429,P,0.3894,0.387675,1
84000,0.117808,1.0927,C,0.3283,0.325855,1
170000,0.271233,2.19455,C,0.5812,0.579354,1
65000,0.0219178,0.849448,C,0.4841,0.466856,1
85000,0.117808,1.1057,P,0.3299,0.327353,1
130000,0.520548,1.6574,P,0.4297,0.42891,1
58000,0.194521,0.75174,P,0.4537,0.451683,1
80000,0.520548,1.01994,P,0.3793,0.37862,1
80000,0.0109589,1.0461,P,0.2839,0.260002,1
84000,0.0410959,1.09678,C,0.3334,0.326152,1
86000,0.194521,1.11465,P,0.3536,0.352004,1
81000,0.00821918,1.05929,P,0.3302,0.288763,1
52000,0.117808,0.676431,C,0.5688,0.564902,1
40000,0.520548,0.509969,C,0.5431,0.542288,1
64000,0.769863,0.805986,C,0.416,0.415506,1
135000,0.0219178,1.76424,C,0.8226,0.5,0
72000,0.0219178,0.940917,P,0.329,0.315507,1
85000,0.520548,1.08368,P,0.3777,0.377033,1
180000,0.769863,2.26684,P,0.4785,0.477739,1
79500,0.00547945,1.0399,C,0.3252,0.268013,1
62000,0.0219178,0.810243,P,0.5892,0.565033,1
75500,0.00547945,0.987579,P,0.2486,0.2047,1
65000,0.769863,0.818571,P,0.4144,0.413966,1
55000,0.520548,0.701208,C,0.4428,0.442032,1
62000,0.520548,0.790452,C,0.4135,0.412799,1
75000,0.117808,0.975621,P,0.3355,0.332946,1
150000,0.769863,1.88901,P,0.4436,0.443197,1
120000,0.0219178,1.56821,P,0.8225,0.01,0
87000,0.0219178,1.13694,P,0.4261,0.408881,1
92000,0.117808,1.19676,C,0.3486,0.34595,1
52000,0.769863,0.654864,C,0.4529,0.452416,1
125000,0.769863,1.57419,P,0.4141,0.413586,1
74000,0.00273973,0.968126,C,0.4036,0.251159,1
71000,0.00547945,0.928717,P,0.4952,0.407945,1
50000,0.0219178,0.653422,C,0.9351,0.917629,1
80000,0.00547945,1.04644,P,0.3553,0.289272,1
96000,0.0219178,1.25456,C,0.5708,0.547372,1
112000,0.520548,1.42791,C,0.3983,0.397599,1
84000,0.117808,1.09268,P,0.3283,0.32587,1
82000,0.520548,1.04544,C,0.3773,0.376656,1
67000,0.117808,0.871555,C,0.3767,0.37396,1
89000,0.117808,1.15774,P,0.3383,0.335598,1
82000,0.0109589,1.07227,P,0.3368,0.305396,1
55000,0.0219178,0.718756,C,0.7766,0.743051,1
68000,0.060274,0.887106,C,0.374,0.368768,1
86000,0.0109589,1.12457,C,0.4541,0.416061,1
88000,0.769863,1.10822,C,0.3913,0.390866,1
74000,0.271233,0.955275,P,0.3687,0.367549,1
45000,0.769863,0.566703,C,0.4893,0.488669,1
84000,0.0109589,1.09842,C,0.3845,0.352342,1
74000,0.0219178,0.967064,C,0.304,0.291703,1
88000,0.194521,1.14057,C,0.3553,0.353665,1
54000,0.769863,0.680044,C,0.446,0.445447,1
84000,0.271233,1.08438,C,0.3607,0.359578,1
65000,0.117808,0.845539,C,0.394,0.39112,1
76000,0.060274,0.991471,C,0.3135,0.308909,1
76000,0.0219178,0.99319,P,0.2909,0.278957,1
73000,0.0410959,0.953169,P,0.323,0.315976,1
54000,0.0219178,0.705696,P,0.8172,0.783714,1
70000,0.00821918,0.915437,P,0.4806,0.426034,1
76000,0.271233,0.981104,C,0.366,0.364864,1
73000,0.194521,0.946156,P,0.3621,0.360501,1
86000,0.00547945,1.12492,C,0.5804,0.478239,1
86000,0.769863,1.08304,P,0.391,0.390581,1
92000,0.769863,1.15861,P,0.3912,0.39078,1
104000,0.271233,1.34256,C,0.389,0.387763,1
66000,0.0219178,0.862517,C,0.4594,0.442623,1
70000,0.194521,0.907273,P,0.372,0.370315,1
76000,0.194521,0.985039,C,0.3556,0.354031,1
155000,0.0219178,2.02561,P,0.8403,0.5,0
105000,0.0219178,1.37219,C,0.7369,0.706732,1
88000,0.271233,1.13602,C,0.3625,0.361362,1
70000,0.194521,0.907273,C,0.372,0.370315,1
72000,0.117808,0.936597,C,0.345,0.342453,1
56000,0.769863,0.705238,P,0.4387,0.438206,1
105000,0.520548,1.33867,P,0.389,0.388287,1
78500,0.00273973,1.027,P,0.3615,0.208611,1
63000,0.117808,0.819513,C,0.414,0.410805,1
73000,0.117808,0.949605,P,0.3419,0.339286,1
75500,0.00273973,0.987739,P,0.2474,0.147947,1
56000,0.117808,0.728464,P,0.5054,0.501567,1
78000,0.0410959,1.01844,C,0.304,0.29742,1
69000,0.194521,0.894312,C,0.3748,0.373109,1
85000,0.271233,1.09728,C,0.361,0.359784,1
79500,0.00273973,1.04007,C,0.3934,0.235261,1
98000,0.271233,1.26511,P,0.3747,0.373349,1
200000,0.0219178,2.61369,P,0.9824,0.5,0
78000,0.271233,1.00692,C,0.3638,0.362659,1
115000,0.194521,1.49052,C,0.4328,0.430854,1
77000,0.060274,1.00451,P,0.3124,0.307777,1
75000,0.00547945,0.981027,C,0.2627,0.216346,1
